エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,認可出力（変更後）,適用開始日,稼働開始日,稼働終了日,最終更新日時
"関西","関西電力株式会社","63D51","高浜発電所","原子力","１号機","826000","","","1900/01/01","9999/12/31","2018/03/06 16:21",
"関西","関西電力株式会社","63D52","高浜発電所","原子力","２号機","826000","","","1900/01/01","9999/12/31","2018/03/06 16:21",
"関西","関西電力株式会社","63D53","高浜発電所","原子力","３号機","870000","","","1900/01/01","9999/12/31","2018/03/06 16:21",
"関西","関西電力株式会社","63D54","高浜発電所","原子力","４号機","870000","","","1900/01/01","9999/12/31","2018/03/06 16:20",
"関西","株式会社コベルコパワー神戸第二","64339","神戸発電所","火力（石炭）","3号機","650000","","","2021/12/27","9999/12/31","2021/12/28 09:13",
"関西","株式会社コベルコパワー神戸第二","64339","神戸発電所","火力（石炭）","4号機","650000","","","2022/12/26","9999/12/31","2022/12/25 14:52",
"東京","株式会社新中袖発電所","6467","新中袖発電所","火力（ガス）","単独","112400","","","2014/09/01","9999/12/31","2018/10/29 14:02",
"北海道","日本製鉄株式会社","65731","日本製鉄㈱ 室蘭中央発電所 第5号発電設備","","室蘭中央5号","100000","","","1900/01/01","9999/12/31","2021/03/26 10:55",
"東北","日本製鉄株式会社","65732","日本製鉄㈱ 釜石火力発電所","火力（石炭）","釜石火力発電所","136000","","","1900/01/01","9999/12/31","2025/02/28 14:25",
"東京","日本製鉄株式会社","65733","日本製鉄㈱ 鹿島発電所","","ＮＳ鹿島","475000","","","1900/01/01","9999/12/31","2024/09/18 08:39",
"関西","日本製鉄株式会社","65736","日本製鉄㈱ 広畑発電所 第7号発電設備","","広畑7号","133000","","","1900/01/01","9999/12/31","2021/03/26 10:57",
"九州","日本製鉄株式会社","65739","日本製鉄㈱ 大分製鐵発電所 第9号発電設備","火力（石炭）","大分製鐵9号","330000","","","1900/01/01","9999/12/31","2025/03/19 10:47",
"九州","九州共同発電株式会社","65749","戸畑共同発電所","火力（石炭）","2号機","156000","","","1900/01/01","9999/12/31","2024/10/01 14:19",
"九州","九州共同発電株式会社","65749","戸畑共同発電所","火力（ガス）","3号機","250000","","","1900/01/01","9999/12/31","2024/10/01 14:19",
"九州","九州共同発電株式会社","65749","戸畑共同発電所","火力（ガス）","4号機","375000","","","1900/01/01","9999/12/31","2024/10/01 14:18",
"九州","九州共同発電株式会社","65749","戸畑共同発電所","火力（石炭）","5号機","110000","","","1900/01/01","9999/12/31","2024/10/01 14:18",
"九州","九州共同発電株式会社","65749","戸畑共同発電所","火力（石炭）","6号機","149000","","","1900/01/01","9999/12/31","2024/10/01 14:17",
"関西","関西電力株式会社","65C00","奥吉野発電所","水力","１号機","201000","","","1900/01/01","9999/12/31","2018/03/06 16:44",
"関西","関西電力株式会社","65C00","奥吉野発電所","水力","２号機","201000","","","1900/01/01","9999/12/31","2018/03/06 16:43",
"関西","関西電力株式会社","65C00","奥吉野発電所","水力","３号機","201000","","","1900/01/01","9999/12/31","2018/03/06 16:43",
"関西","関西電力株式会社","65C00","奥吉野発電所","水力","４号機","201000","","","1900/01/01","9999/12/31","2018/03/06 16:43",
"関西","関西電力株式会社","65C00","奥吉野発電所","水力","５号機","201000","","","1900/01/01","9999/12/31","2018/03/06 16:41",
"関西","関西電力株式会社","65C00","奥吉野発電所","水力","６号機","201000","","","1900/01/01","9999/12/31","2018/03/06 16:17",
"関西","関西電力株式会社","67C43","御坊発電所","火力（石油）","３号機","600000","","","1900/01/01","9999/12/31","2018/03/06 16:22",
"関西","相生バイオエナジー株式会社","6837V","相生バイオマス発電所","その他","単独","200000","","","2023/03/24","9999/12/31","2023/03/08 11:01",
"関西","姫路天然ガス発電株式会社","6853J","姫路天然ガス発電所","火力（ガス）","1号機","622600","","","2025/08/29","9999/12/31","2025/07/01 13:58",
"関西","姫路天然ガス発電株式会社","6853J","姫路天然ガス発電所","火力（ガス）","2号機","622600","","","2025/12/23","9999/12/31","2025/10/27 11:47",
"関西","住友大阪セメント㈱","68A68","住友大阪セメント赤穂","火力（石炭）","5号機","102500","","","1900/01/01","9999/12/31","2016/05/17 10:33",
"関西","関西電力株式会社","68C41","姫路第二発電所","火力（ガス）","１号機","486500","","","1900/01/01","9999/12/31","2018/03/06 16:15",
"関西","関西電力株式会社","68C42","姫路第二発電所","火力（ガス）","２号機","486500","","","1900/01/01","9999/12/31","2018/03/06 16:14",
"関西","関西電力株式会社","68C43","姫路第二発電所","火力（ガス）","３号機","486500","","","1900/01/01","9999/12/31","2018/05/23 17:41",
"関西","関西電力株式会社","68C44","姫路第二発電所","火力（ガス）","４号機","486500","","","1900/01/01","9999/12/31","2018/08/16 16:11",
"関西","関西電力株式会社","68C45","姫路第二発電所","火力（ガス）","５号機","486500","","","1900/01/01","9999/12/31","2018/11/14 13:32",
"関西","関西電力株式会社","68C46","姫路第二発電所","火力（ガス）","６号機","486500","","","1900/01/01","9999/12/31","2018/03/06 16:16",
"関西","電源開発","68D30","電源開発高砂火力発電所","火力（石炭）","1号機","250000","","","1900/01/01","9999/12/31","2016/04/12 11:06",
"関西","電源開発","68D30","電源開発高砂火力発電所","火力（石炭）","2号機","250000","","","1900/01/01","9999/12/31","2016/04/12 11:07",
"関西","三菱重工業株式会社","68D62","三菱高砂製作所　実証設備複合サイクル発電所（第２号発電設備）","火力（ガス）","単独","566000","","","2020/07/01","9999/12/31","2021/10/01 09:59",
"関西","関西電力株式会社","68E00","奥多々良木発電所","水力","１号機","303000","","","1900/01/01","9999/12/31","2018/03/06 16:48",
"関西","関西電力株式会社","68E00","奥多々良木発電所","水力","２号機","303000","","","1900/01/01","9999/12/31","2018/03/06 16:48",
"関西","関西電力株式会社","68E00","奥多々良木発電所","水力","３号機","303000","","","1900/01/01","9999/12/31","2018/03/06 16:48",
"関西","関西電力株式会社","68E00","奥多々良木発電所","水力","４号機","303000","","","1900/01/01","9999/12/31","2018/03/06 16:46",
"関西","関西電力株式会社","68E00","奥多々良木発電所","水力","５号機","360000","","","1900/01/01","9999/12/31","2018/03/06 16:45",
"関西","関西電力株式会社","68E00","奥多々良木発電所","水力","６号機","360000","","","1900/01/01","9999/12/31","2018/03/06 16:45",
"関西","関西電力株式会社","68J45","姫路第一発電所","火力（ガス）","５号機","729000","","","1900/01/01","9999/12/31","2018/03/06 16:36",
"関西","関西電力株式会社","68J46","姫路第一発電所","火力（ガス）","６号機","713000","","","1900/01/01","9999/12/31","2018/03/06 16:36",
"中部","関西電力株式会社","69A00","木曽発電所","水力","単独","116000","","","1900/01/01","9999/12/31","2018/03/06 16:46",
"東北","福島ガス発電株式会社","6AQR25002","福島天然ガス発電所","火力（ガス）","1号機","590000","","","2020/04/30","9999/12/31","2020/03/02 18:06",
"東北","福島ガス発電株式会社","6AQR25002","福島天然ガス発電所","火力（ガス）","2号機","590000","","","2020/08/24","9999/12/31","2020/08/21 15:54",
"中国","中国電力株式会社","71202","新小野田発電所第１号機","火力（石炭）","１号機","500000","","","1900/01/01","9999/12/31","2016/04/21 12:05",
"中国","中国電力株式会社","71203","新小野田発電所第２号機","火力（石炭）","２号機","500000","","","1900/01/01","9999/12/31","2016/04/21 12:06",
"中国","エネルギア・パワー山口株式会社","72203","防府バイオマス発電所","火力（石炭）","1号機","112000","","","2019/07/21","2039/07/20","2023/01/17 15:54",
"中国","中国電力株式会社","72408","柳井発電所第１号系列上位","火力（ガス）","１－２号","131000","","","1900/01/01","9999/12/31","2019/03/07 19:01",
"中国","中国電力株式会社","72408","柳井発電所第１号系列上位","火力（ガス）","１－３号","131000","","","1900/01/01","9999/12/31","2019/03/07 19:00",
"中国","中国電力株式会社","72408","柳井発電所第１号系列上位","火力（ガス）","１－４号","131000","","","1900/01/01","9999/12/31","2019/03/07 19:00",
"中国","中国電力株式会社","72408","柳井発電所第１号系列上位","火力（ガス）","１－５号","131000","","","1900/01/01","9999/12/31","2019/03/07 18:59",
"中国","中国電力株式会社","72408","柳井発電所第１号系列上位","火力（ガス）","１－６号","131000","","","1900/01/01","9999/12/31","2019/03/07 18:58",
"中国","中国電力株式会社","72410","柳井発電所第２号系列","火力（ガス）","２－１号","198000","","","1900/01/01","9999/12/31","2016/04/21 12:03",
"中国","中国電力株式会社","72410","柳井発電所第２号系列","火力（ガス）","２－２号","198000","","","1900/01/01","9999/12/31","2016/04/21 12:04",
"中国","中国電力株式会社","72410","柳井発電所第２号系列","火力（ガス）","２－３号","198000","","","1900/01/01","9999/12/31","2016/04/21 12:04",
"中国","中国電力株式会社","72410","柳井発電所第２号系列","火力（ガス）","２－４号","198000","","","1900/01/01","9999/12/31","2016/04/21 12:05",
"中国","中国電力株式会社","73001","三隅発電所第１号機","火力（石炭）","１号機","1000000","","","1900/01/01","9999/12/31","2022/11/01 11:14",
"中国","中国電力株式会社","74104","南原発電所","水力","１号機","310000","","","1900/01/01","9999/12/31","2016/04/12 10:00",
"中国","中国電力株式会社","74104","南原発電所","水力","２号機","310000","","","1900/01/01","9999/12/31","2016/04/12 10:03",
"中国","中国電力株式会社","74209","柳井発電所第１号系列下位","火力（ガス）","１－１号","131000","","","1900/01/01","9999/12/31","2019/03/07 19:02",
"中国","中国電力株式会社","75101","大崎発電所第１号１軸","火力（石炭）","単独","259000","","","1900/01/01","9999/12/31","2016/04/25 14:04",
"中国","電源開発","75202","電源開発竹原火力発電所新１号機","火力（石炭）","1号機","600000","","","2020/06/30","9999/12/31","2020/06/24 18:08",
"中国","電源開発","75202","電源開発竹原火力発電所３号機","火力（石炭）","3号機","700000","","","1900/01/01","9999/12/31","2016/04/12 11:10",
"中国","中国電力株式会社","76301","玉島発電所第１号機","火力（ガス）","１号機","350000","","","1900/01/01","9999/12/31","2018/10/15 19:43",
"中国","瀬戸内共同火力株式会社","76308","福山共同発電所","火力（ガス）","新１号機","149000","","","1900/01/01","9999/12/31","2016/06/21 11:04",
"中国","瀬戸内共同火力株式会社","76308","福山共同発電所","火力（ガス）","新2号機","230000","","","2020/12/28","9999/12/31","2020/12/28 13:09",
"中国","瀬戸内共同火力株式会社","76308","福山共同発電所","火力（ガス）","４号機","163000","","","1900/01/01","9999/12/31","2016/06/21 11:05",
"中国","瀬戸内共同火力株式会社","76308","福山共同発電所","火力（ガス）","５号機","163000","","","1900/01/01","9999/12/31","2016/06/21 11:05",
"中国","瀬戸内共同火力株式会社","76308","福山共同発電所","火力（ガス）","６号機","163000","","","1900/01/01","9999/12/31","2016/06/21 11:05",
"中国","中国電力株式会社","76310","玉島発電所第３号機","火力（石油）","３号機","500000","","","1900/01/01","9999/12/31","2016/04/21 11:49",
"中国","中国電力株式会社","76311","玉島発電所第２号機","火力（石油）","２号機","350000","","","1900/01/01","9999/12/31","2016/04/21 11:48",
"中国","中国電力株式会社","76401","水島発電所第１号機","火力（ガス）","１号機","285000","","","1900/01/01","9999/12/31","2016/04/21 11:27",
"中国","水島エネルギーセンター株式会社","76404","水島MZ","火力（石炭）","単独","112000","","","1900/01/01","9999/12/31","2017/11/29 10:45",
"中国","瀬戸内共同火力株式会社","76412","倉敷共同発電所","火力（ガス）","新１号機","149000","","","1900/01/01","9999/12/31","2016/06/21 11:06",
"中国","瀬戸内共同火力株式会社","76412","倉敷共同発電所","火力（ガス）","３号機","156000","","","1900/01/01","9999/12/31","2016/06/21 11:06",
"中国","瀬戸内共同火力株式会社","76412","倉敷共同発電所","火力（ガス）","４号機","156000","","","1900/01/01","9999/12/31","2016/06/21 11:06",
"中国","瀬戸内共同火力株式会社","76412","倉敷共同発電所","火力（石炭）","５号機","156000","","","1900/01/01","9999/12/31","2016/06/21 11:06",
"中国","中国電力株式会社","76414","水島発電所第３号機","火力（ガス）","３号機","340000","","","1900/01/01","9999/12/31","2016/04/21 11:29",
"中国","中国電力株式会社","78101","島根原子力発電所第２号機","原子力","単独","820000","","","1900/01/01","9999/12/31","2016/04/12 12:02",
"中国","中国電力株式会社","78301","俣野川発電所","水力","１号機","300000","","","1900/01/01","9999/12/31","2016/04/12 09:54",
"中国","中国電力株式会社","78301","俣野川発電所","水力","２号機","300000","","","1900/01/01","9999/12/31","2016/04/12 09:55",
"中国","中国電力株式会社","78301","俣野川発電所","水力","３号機","300000","","","1900/01/01","9999/12/31","2016/04/12 09:57",
"中国","中国電力株式会社","78301","俣野川発電所","水力","４号機","300000","","","1900/01/01","9999/12/31","2016/04/12 09:58",
"中国","中国電力株式会社","7B291","三隅発電所第２号機","火力（石炭）","２号機","1000000","","","2022/11/01","9999/12/31","2022/11/01 11:13",
"中国","大崎クールジェン株式会社","7D657","酸素吹石炭ガス化複合発電実証試験発電所","火力（石炭）","単独","166000","","","1900/01/01","9999/12/31","2017/04/11 14:06",
"四国","住友共同電力株式会社","80651","壬生川火力発電所","火力（石炭）","１号機","250000","","","1900/01/01","9999/12/31","2021/11/22 18:11",
"四国","住友共同電力株式会社","80651","新居浜西火力発電所","火力（石炭）","３号機","150000","","","1900/01/01","9999/12/31","2021/11/22 18:10",
"四国","四国電力(株)","80701-1","四国電力　西条発電所","火力（石炭）","１号機","500000","","","2022/12/17","9999/12/31","2022/12/09 15:24",
"四国","四国電力(株)","80702","四国電力　西条発電所","火力（石炭）","２号機","250000","","","1900/01/01","9999/12/31","2016/04/12 15:43",
"四国","四国電力(株)","81101","四国電力　坂出発電所","火力（ガス）","１号機","296000","","","1900/01/01","9999/12/31","2016/04/12 15:43",
"四国","四国電力(株)","81102","四国電力　坂出発電所","火力（ガス）","２号機","289000","","","1900/01/01","9999/12/31","2016/04/12 15:44",
"四国","四国電力(株)","81103","四国電力　坂出発電所","火力（石油）","３号機","450000","","","1900/01/01","9999/12/31","2016/04/12 15:44",
"四国","四国電力(株)","81104","四国電力　坂出発電所","火力（ガス）","４号機","350000","","","1900/01/01","9999/12/31","2016/04/12 15:45",
"四国","四国電力(株)","81803","四国電力　伊方発電所","原子力","３号機","890000","","","1900/01/01","9999/12/31","2016/04/12 16:54",
"四国","四国電力(株)","82402","四国電力　本川発電所","水力","１号機","315000","","","1900/01/01","9999/12/31","2016/04/12 16:54",
"四国","四国電力(株)","82403","四国電力　本川発電所","水力","２号機","300000","","","1900/01/01","9999/12/31","2016/04/12 16:55",
"四国","四国電力(株)","83201","四国電力　橘湾発電所","火力（石炭）","単独","700000","","","1900/01/01","9999/12/31","2018/02/06 16:49",
"四国","電源開発","83251","電源開発橘湾火力発電所","火力（石炭）","1号機","1050000","","","1900/01/01","9999/12/31","2016/04/12 11:11",
"四国","電源開発","83251","電源開発橘湾火力発電所","火力（石炭）","2号機","1050000","","","1900/01/01","9999/12/31","2016/04/12 11:12",
"九州","九州電力株式会社","91061","新小倉発電所","火力（ガス）","３号機","600000","","","1900/01/01","9999/12/31","2016/04/12 15:13",
"九州","九州電力株式会社","91061","新小倉発電所","火力（ガス）","５号機","600000","","","1900/01/01","9999/12/31","2016/04/12 15:15",
"九州","ひびき発電合同会社","919CZ","ひびき発電所","火力（ガス）","単独","622600","","","2026/03/06","9999/12/31","2026/03/05 15:32",
"九州","九州電力株式会社","93062","新大分発電所","火力（ガス）","１号系列第１軸","120000","","","1900/01/01","9999/12/31","2020/04/06 17:51",
"九州","九州電力株式会社","93062","新大分発電所","火力（ガス）","１号系列第２軸","120000","","","1900/01/01","9999/12/31","2020/04/06 17:54",
"九州","九州電力株式会社","93062","新大分発電所","火力（ガス）","１号系列第３軸","120000","","","1900/01/01","9999/12/31","2020/04/06 17:57",
"九州","九州電力株式会社","93062","新大分発電所","火力（ガス）","１号系列第４軸","120000","","","1900/01/01","9999/12/31","2020/04/06 18:01",
"九州","九州電力株式会社","93062","新大分発電所","火力（ガス）","１号系列第５軸","120000","","","1900/01/01","9999/12/31","2020/04/06 18:02",
"九州","九州電力株式会社","93062","新大分発電所","火力（ガス）","１号系列第６軸","120000","","","1900/01/01","9999/12/31","2020/04/06 18:03",
"九州","九州電力株式会社","93062","新大分発電所","火力（ガス）","２号系列第１軸","230000","","","1900/01/01","9999/12/31","2016/09/30 15:40",
"九州","九州電力株式会社","93062","新大分発電所","火力（ガス）","２号系列第２軸","230000","","","1900/01/01","9999/12/31","2016/09/30 15:41",
"九州","九州電力株式会社","93062","新大分発電所","火力（ガス）","２号系列第３軸","230000","","","1900/01/01","9999/12/31","2016/09/30 15:41",
"九州","九州電力株式会社","93062","新大分発電所","火力（ガス）","２号系列第４軸","230000","","","1900/01/01","9999/12/31","2016/09/30 15:42",
"九州","九州電力株式会社","93062","新大分発電所","火力（ガス）","３号系列第１軸","245000","","","1900/01/01","9999/12/31","2016/04/12 16:03",
"九州","九州電力株式会社","93062","新大分発電所","火力（ガス）","３号系列第２軸","245000","","","1900/01/01","9999/12/31","2016/04/12 16:04",
"九州","九州電力株式会社","93062","新大分発電所","火力（ガス）","３号系列第３軸","245000","","","1900/01/01","9999/12/31","2016/04/12 16:05",
"九州","九州電力株式会社","93062","新大分発電所","火力（ガス）","３号系列第４軸","500000","","","1900/01/01","9999/12/31","2022/02/01 16:41",
"九州","九州共同発電株式会社","932PC","大分共同発電所","火力（ガス）","1号機","255000","","","1900/01/01","9999/12/31","2024/10/08 16:21",
"九州","九州共同発電株式会社","932PC","大分共同発電所","火力（ガス）","2号機","255000","","","1900/01/01","9999/12/31","2024/10/08 16:21",
"九州","九州共同発電株式会社","932PC","大分共同発電所","火力（ガス）","3号機","147000","","","1900/01/01","9999/12/31","2024/10/08 16:22",
"九州","株式会社三池火力発電所","940PB","三池発電所","火力（石炭）","2号機","175000","","","1900/01/01","9999/12/31","2024/06/07 08:59",
"九州","九州電力株式会社","95001","玄海原子力発電所","原子力","３号機","1180000","","","1900/01/01","9999/12/31","2016/04/13 14:11",
"九州","九州電力株式会社","95001","玄海原子力発電所","原子力","４号機","1180000","","","1900/01/01","9999/12/31","2016/04/13 14:12",
"九州","九州電力株式会社","95012","天山発電所","水力","１号機","300000","","","1900/01/01","9999/12/31","2016/04/12 14:36",
"九州","九州電力株式会社","95012","天山発電所","水力","２号機","300000","","","1900/01/01","9999/12/31","2016/04/12 14:38",
"九州","九州電力株式会社","95062","松浦発電所","火力（石炭）","１号機","700000","","","1900/01/01","9999/12/31","2019/11/15 10:35",
"九州","九州電力株式会社","95062","松浦発電所","火力（石炭）","２号機","1000000","","","2019/06/01","9999/12/31","2019/11/15 10:43",
"九州","電源開発","950AA","電源開発松島火力発電所","火力（石炭）","2号機","500000","","","1900/01/01","9999/12/31","2016/04/12 11:15",
"九州","電源開発","950AB","電源開発松浦火力発電所","火力（石炭）","1号機","1000000","","","1900/01/01","9999/12/31","2016/04/12 11:22",
"九州","電源開発","950AB","電源開発松浦火力発電所","火力（石炭）","2号機","1000000","","","1900/01/01","9999/12/31","2016/04/12 11:30",
"九州","九州電力株式会社","97015","大平発電所","水力","１号機","250000","","","1900/01/01","9999/12/31","2016/04/12 14:35",
"九州","九州電力株式会社","97015","大平発電所","水力","２号機","250000","","","1900/01/01","9999/12/31","2016/04/12 14:35",
"九州","九州電力株式会社","97061","苓北発電所","火力（石炭）","１号機","700000","","","1900/01/01","9999/12/31","2016/04/12 15:04",
"九州","九州電力株式会社","97061","苓北発電所","火力（石炭）","２号機","700000","","","1900/01/01","9999/12/31","2016/04/12 15:06",
"九州","九州電力株式会社","98001","川内原子力発電所","原子力","１号機","890000","","","1900/01/01","9999/12/31","2016/04/13 14:14",
"九州","九州電力株式会社","98001","川内原子力発電所","原子力","２号機","890000","","","1900/01/01","9999/12/31","2016/04/13 14:16",
"九州","九州電力株式会社","98037","小丸川発電所","水力","１号機","300000","","","1900/01/01","9999/12/31","2016/04/12 14:39",
"九州","九州電力株式会社","98037","小丸川発電所","水力","２号機","300000","","","1900/01/01","9999/12/31","2016/04/12 14:39",
"九州","九州電力株式会社","98037","小丸川発電所","水力","３号機","300000","","","1900/01/01","9999/12/31","2016/04/12 14:41",
"九州","九州電力株式会社","98037","小丸川発電所","水力","４号機","300000","","","1900/01/01","9999/12/31","2016/04/12 14:42",
"九州","株式会社響灘火力発電所","H709","響灘火力発電所","その他","1号機","112000","","","2019/02/15","9999/12/31","2024/11/20 09:16",
"東北","相馬エネルギーパーク合同会社","O674624B07","相馬石炭・バイオマス発電所","火力（石炭）","単独","112000","","","2018/02/24","9999/12/31","2020/08/31 16:21",
"九州","響灘エネルギーパーク合同会社","OA32915H40","ひびき灘石炭・バイオマス発電所","火力（石炭）","単独","112000","","","2018/12/01","9999/12/31","2020/09/01 10:58",
