plant_code,plant_name
59574,Southeast Berrien Generating Facility
59575,Manway Solar Farm
59576,Millikan Farm
59577,Misenheimer Farm
59578,Monroe Moore Farm
59579,Franklin Solar 2
59581,Stout Farm
59583,Tart Farm
59584,Wellons Farm
59586,Woodland Church Farm
59587,Yadkin 601 Farm
59589,Rutherford Farm
59591,Schell Solar Farm
59592,Sedberry Farm
59593,"Spring Valley Farm 2, LLC"
59595,Stikeleather Farm
59597,"Colton Solar One, LLC"
59598,"Colton Solar Two, LLC"
59599,Tropico Solar PV Plant
59600,Nicolis Solar PV Plant
59601,L&D Landfill Solar
59603,Walters Solar (FLS 260)
59604,Stagecoach Solar
59605,Vicksburg Solar
59606,Soul City Solar
59607,"Maricopa West Solar PV, LLC"
59610,"AP North Lake I, LP"
59611,"LKL BLBD, LLC"
59613,Town of Williamson Landfill PV
59614,Monterey Diesel Generation Facility
59618,Meadow Lake Solar Energy Center
59619,Cibola
59620,South Milford Solar Plant
59621,TX Jumbo Road Wind
59622,Future Generation Wind
59623,Clarkson Solar
59624,Twiss Street Solar
59625,Chicopee River Solar
59626,Chicopee Granby Road Solar
59627,Harmony
59628,Hanover
59629,Jericho Rise Wind Farm LLC
59630,CentraState Medical Center PV Facility
59631,Imclone Solar Electric Facility
59632,Midwest Energy Community Solar Array
59633,Kettleman Solar -Centaurus
59634,Sandstone Solar
59635,Clinton LFGTE
59636,Charlton Solar I CSG
59637,Adams Wind
59638,Coronal Lost Hills
59639,"631-56 Airport Owner, LLC"
59641,Garysburg Solar
59642,Gaston Solar
59643,Seaboard Solar LLC
59645,Mt Olive Solar 1
59646,FLS Solar 230 (Warren)
59647,Stillwater Energy Center
59648,Tarboro Solar
59649,Nelson Gardens Landfill Gas to Energy
59650,CII Methane Management III LFG Plant
59651,"Forever 21 Retail, Inc."
59652,Nordhoff Place
59653,City of Truth or Consequences PV
59654,Sendero
59655,Campbell County Wind Farm
59656,Comanche Solar
59657,"Imperial Valley Solar Co (IVSC) 2, LLC"
59658,SPI Anderson 2
59660,Washington City Electric Generation
59661,Tehachapi Energy Storage Project
59663,"Cornwall Solar Center, LLC"
59664,City of West Plains Power Station
59665,Innovative Solar 37 LLC
59666,Innovative Solar 47
59667,Innovative Solar 48
59669,Innovative Solar 54
59670,Innovative Solar 23
59671,Innovative Solar 46
59675,Innovative Solar 44
59676,Innovative Solar 55
59677,Innovative Solar 64
59678,Innovative Solar 67
59682,Main Street Solar Project
59683,Foxconn Ohio
59684,"Lindahl Wind Project, LLC"
59685,Remington Solar Facility
59686,Sarasota County LFGTE Facility
59687,Sun Harvest Solar NDP1
59688,Wake County LFG Facility
59689,Gulf Coast Solar Center I
59690,Gulf Coast Solar Center II
59691,Gulf Coast Solar Center III
59692,NBC Field's Point Wind Farm
59693,Coastal Virginia Offshore Wind (CVOW) Pi
59694,"Aspen Solar, LLC"
59695,"Mt. Home Solar 1, LLC"
59701,Subase Microgrid Project
59702,"Pavant Solar, LLC"
59703,"Cottonwood Solar, LLC Cottonwood Carport"
59704,"Shell New Energies, Junction City"
59705,Steel Sun
59706,BRE
59708,Franklinton Solar
59709,St. Paul Intl Airport Red & Blue Parking
59710,Sand Valley Power Station
59711,"CII Methane Management IV, LLC"
59712,"San Roman Wind I, LLC"
59713,Holdrege Solar Center
59714,IKEA St. Louis 410
59715,DD Hay Road Solar 23 LLC
59717,Framingham State University Plant
59719,Charlotte Solar LLC VT
59722,Seville 1
59723,Seville 2
59724,Scituate Wind
59725,Fairhaven Wind
59726,CML&P Generating Facility No. 2
59727,Bull Street Plant
59728,Substation 20 Plant
59729,Macon Solar Power Project
59730,SEPV 18
59731,Templeton
59732,Green Pastures Wind I
59733,Green Pastures Wind II
59734,Briscoe Wind Farm
59735,Kirkwood Wind Turbine
59736,"Valentine Wind, LLC"
59737,Aspiration G
59738,Citizen B
59739,Lancaster WAD B
59740,SEPV Mojave West
59741,Barton Solar Farm
59742,Sunnyside Ranch Community Solar Array
59743,Chimes West Friendship (Nixon Farms)
59744,Lakeland Electric Co. (FL)-Airport 1
59745,Leominster (MA)-South Street-R&D
59746,DSH (CA) - Coalinga State Hospital
59747,River Mountains Solar
59748,CDCR (CA) - Pleasant Valley State Prison
59749,UMES (MD) - Princess Anne
59750,Bourne (MA) - Holliston I
59751,"Wilzig Associates, LLC"
59752,BlueWave Capital - Grafton (SREC II)
59754,Lakeland Electric Co. (FL) - Airport II
59755,Chester Power Partners
59757,Pryor Mountain Wind
59759,Glades Pike Generation Plant
59760,"Red Hill Solar Center, LLC"
59761,"Van Slyke Solar Center, LLC"
59762,"Broadway Solar Center, LLC"
59763,Robeson County LFG to Energy
59764,Oregon Clean Energy Center
59765,Stetson Road Solar - Barre I
59766,Barre II Solar Project
59767,Chester Solar Farm
59768,Concord Solar Farm
59769,TIA Solar
59770,IMPA Pendleton Solar Park
59771,Jefferson Solar Park
59772,KCP&L SmartGrid Innovation Park
59773,Carroll County Energy
59774,BioTown Ag
59775,Adams Farm Solar
59776,Heartland Community College
59777,RGS-Rutland VNM SREC II Project (MA)
59778,Eden Solar LLC
59779,Davis Monthan AFB (AZ) West Airfield
59780,New Bedford (MA) Plymouth
59781,Upper Blackstone (MA) Treasure Valley
59782,Waynoka Gas Processing Plant
59783,Croda Atlas Point CHP
59784,Gila River Power Block 3
59785,"Fremont Community Digester, LLC"
59786,Fiddler's Canyon #2
59787,Fiddler's Canyon #1
59788,"Advance Stores Company, Inc"
59789,Millbrook School
59790,Oregon University System Rabbit Field
59792,Orchard Hills Renewable Energy Station
59793,Industrial Plant
59794,Chicago West Side Energy Center
59795,Ahoskie
59796,Kelford (Cypress)
59797,Bayonne MUA- Leitner-Poma Wind Turbine
59798,Colon PV
59800,Amazon San Bernardino
59801,IBM Southbury
59802,Maxim
59803,Pixar - Emeryville
59804,Starbucks - Evolution Fresh
59805,Yahoo! - HQ
59807,Airport 1 Solar (DIA)
59808,Munster Landfill Gas-to-Energy
59809,Mountain Home Energy Center
59810,Dairyland WTE Plant
59811,Rockfish Solar LLC
59812,Wolf Hollow II
59814,"Copper Mountain Solar 4, LLC"
59815,Granby LFG
59816,Nanticoke LFG
59817,Tooele Army Depot(CSG)
59818,Concord Farm
59819,Mohave Electric at Fort Mohave
59820,Hunt Farm Solar
59821,205 Sturbridge A
59822,201 Sturbridge B
59823,INDY III
59824,Sweetgum Solar
59825,South Louisburg Solar
59826,Sunshine Valley Solar
59827,"Playa Solar 1, LLC"
59828,Balsam
59829,Hickory
59830,Westminster Place
59831,Royal Solar
59832,Kinston Solar
59833,Laurinburg Solar
59834,Indy Grocers
59835,Newton Grove
59836,Twin Falls (WI)
59837,Slate Creek Wind Project LLC
59838,Milo Wind Project LLC
59839,Spring Hill Road
59840,Springbok Solar Farm 2
59841,General Motors Corp at White Marsh MD
59842,CNE at Cambridge MD
59843,Georgia Power at Wadley GA
59844,Munich Re Plaza
59845,New River
59847,Northwest Community Hospital
59848,Pikes Peak Solar Garden 1 LLC CSG
59849,Adams Community Solar Garden LLC
59850,Adams Community Solar Garden III LLC
59851,Great Bay Solar 1
59852,North Star Solar Project
59853,Watervliet PV
59854,OlivePV
59855,Deer Creek PV
59856,"SoINCPower6, LLC"
59857,"SoINCPower5, LLC"
59858,Johnston Solar
59860,HP Hood CT
59861,Twin Branch PV
59862,Fort Benning Solar Facility
59863,Fort Gordon Solar Facility
59864,Kings Bay Solar Facility
59865,Fort Stewart Solar Facility
59866,Palmer Solar LLC
59867,Lockheed Martin Solar System
59868,Kingbird A Solar LLC
59870,"Little Bear Solar 1, LLC"
59871,Desert Quartzite
59872,UC Davis South Campus
59873,Lowell Solar Landfill
59874,Richland Solar Center
59875,Marshall Solar Energy Project
59876,Marine Corps Logistics Base Solar
59877,Riverside RWQCP Fuel Cell
59878,Windhub Solar A LLC
59879,North Rosamond Solar LLC
59880,Kings Park Solar I
59881,Kings Park Solar II
59882,Exelon West Medway II LLC
59884,Great Lakes Central Power Plant
59887,"Beaufort Solar, LLC"
59888,Bloom Wind
59891,Butler Solar Farm 20
59894,Pawpaw Solar Plant
59896,Butler Solar Project 103
59897,Taylor County Solar
59898,"SunEnergy1-Scotland Neck, LLC"
59899,"Choco Solar, LLC"
59900,Corcoran Solar 3
59901,Albertson Solar LLC
59902,Cardinal Point Wind
59903,New Frontier Wind
59904,Western Branch High School
59905,Merck
59906,Moxie Freedom Generation Plant
59908,Mount Olive Solar
59910,"KDC Solar PR1, LLC"
59911,Philip Morris
59912,Freemont Solar Center LLC
59913,Greensville County Power Station
59914,Crestwood Solar Center LLC
59915,Oro Loma
59916,SunE- E Philadelphia Ontario
59917,Pollocksville Solar
59919,Nellis Solar PV II
59921,Lillington Solar
59922,South Campus Solar
59926,Alpine Power Plant
59927,Hunt Road Solar
59928,"Vance Solar Farm, LLC"
59929,"Cline Solar Farm, LLC"
59930,"BG Stewart Solar Farm, LLC"
59931,FCPC Renewable Generation
59932,Fiddler's Canyon 3
59934,Soluga Farms IV
59936,Meadowbrook Solar Farm
59937,"Coats Solar Farm, LLC"
59938,Sky Global Power One
59939,RE Tranquillity
59940,"Great Valley Solar Portfolio Holdings, L"
59941,"Iron Springs Solar, LLC"
59942,Morgan Lancaster 1
59943,Rattlesnake Den
59944,"Conetoe II Solar, LLC"
59945,"Granite Mountain Solar West, LLC"
59946,"Granite Mountain Solar East, LLC"
59947,SR Camden
59948,Bakersfield 111
59949,AES Warrior Run Energy Storage Project
59950,Yadkinville Solar
59951,Five Forks Solar
59952,Potrero Hills Energy Producers
59953,Antrim Wind
59954,Osceola Solar Facility
59955,ESA Smithfield
59956,ESA Selma
59957,Grand Ridge Battery Projects
59958,Milford 2
59959,Elwood Energy Storage Center
59960,Jake Energy Storage Center
59961,Western Antelope Blue Sky B
59962,North Lancaster Ranch
59963,Central Antelope Dry Ranch C
59964,Elevation Solar C
59965,Latigo Wind Park
59966,Camp Lejeune Solar and Energy Storage
59967,Pepperidge Farm Bloomfield
59968,"Desert Wind Farm, LLC"
59972,Bearkat
59973,Walt Disney World Solar Facility
59974,Golden West Power Partners LLC
59975,Carousel Wind Farm LLC
59976,RE Astoria
59977,RE Astoria 2
59978,"Adapture CA2, LLC"
59979,"Columbia Solar Energy, LLC"
59980,Mashpee Landfill Solar
59981,New Castle Solar RES
59982,Scotland Solar RES
59983,New Haven Solar RES
59984,Lanesville Solar RES
59985,Ellettsville Solar RES
59986,Henryville Solar RES
59987,Spring Mill Solar RES
59988,Decatur Co. Solar RES (IN)
59989,Jackson Co. Solar RES
59990,Johnson Co. Solar RES
59993,Babcock Solar Energy Center Hybrid
59994,RE Roserock
59995,AEP Milton NaS
59996,Boykin PV1
59997,High Shoals PV1
59999,Ouchchy PV1
60000,Turkey Creek PV1
60001,Vaughn Creek PV1
60004,Clarkstown Landfill Solar Facility
60005,Daytona International Speedway Solar
60006,FIU Solar
60007,Morelos del Sol
60008,Hooper Solar
60009,Murphy Flat Solar
60010,Orchard Ranch Solar
60011,American Falls Solar
60012,American Falls Solar II
60013,"Grant Wind, LLC"
60014,Manatee Solar Energy Center
60015,Findlay Wind Farm
60016,MESA 1
60017,Domino Farms Solar
60018,Ford World Headquarters
60019,Greenwood Solar Farm
60020,McLean Homestead
60021,MESA 2
60022,Oxford
60023,SR Jenkins Ft Lupton
60024,Waipio Solar
60025,Eight Flags Energy
60026,Little Rock Pham Solar
60027,Adera Solar
60028,Shorthorn Holdings
60029,CES VMT Solar
60030,Pecan Solar
60032,SunE Rochester
60033,"CA Flats Solar 130, LLC"
60034,"CA Flats Solar 150, LLC"
60035,Tequesquite Landfill Solar PV Project
60036,CCBC-Catonsville
60038,Owens Corning Headquarters
60039,Frontier Solar LLC
60040,UI RCP New Haven Fuel Cell
60043,"Cuyama Solar, LLC"
60044,Buckthorn Westex
60045,Shoreham Solar Commons
60046,Portage Solar
60047,Middlebury Solar
60048,"TWE Chocowinity Solar, LLC"
60049,Golden Hills Wind
60050,Innovative Solar 10
60051,"Innovative Solar 18, LLC"
60052,"Innovative Solar 26, LLC"
60053,"Innovative Solar 63, LLC"
60054,UI RCP Bridgeport Seaside
60055,Innovative Solar 16
60056,"Syncarpha Palmer, LLC"
60057,"Steel Bridge Solar, LLC"
60058,"River Bend Solar, LLC (AL)"
60059,Los Vientos V Wind Power
60060,Lindberg FIeld Solar
60061,Citrus Solar Energy Center Hybrid
60062,Avalon Solar II
60063,"Live Oak Solar, LLC"
60064,"White Pine Solar, LLC"
60065,"Federal Road Solar 1, LLC CSG"
60067,BWC Swan Pond River CSG
60068,Grand View Solar Two
60069,"Cedar Bluff Wind, LLC"
60071,Perry Solar Facility
60072,Neisler Street Solar
60073,Leominster
60074,North Adams Landfill
60075,Fisher Road Solar
60076,Palmer Landfill
60077,CED Avenal
60078,CED Ducor 1
60079,CED Ducor 2
60080,CED Ducor 3
60081,CED Ducor 4
60082,"White Oak Solar, LLC"
60083,Fresno Solar
60084,PCA-Valdosta Mill
60085,AVS Lancaster 1
60086,US-TOPCO (Soccer Center)
60087,South Plains II
60088,Sunflower Wind Project
60089,Elkton Solar
60091,"Kingbird B Solar, LLC"
60092,"Blythe Solar II, LLC"
60093,"Blythe Solar 110, LLC"
60094,"Blythe Solar III, LLC Hybrid"
60095,"Blythe Solar IV, LLC"
60096,Town of Chestertown- Chestertown WWTP
60097,Onondaga County - Metro Water Board
60098,Onondaga County - Oak Orchard WWTP
60099,"Hewlett-Packard (HP) - Andover, MA"
60100,Dinuba Energy
60101,"Shelby Randolph Road Solar 1, LLC"
60102,Lorin Industries
60104,"Javelina Wind Energy, LLC"
60105,"Lafayette Solar I, LLC"
60106,"Rockingham Solar, LLC"
60107,"York Road Solar I, LLC"
60108,"SID Solar I, LLC"
60109,UDR Glastonbury Fuel Cell
60110,Town of Needham VNEM CSG
60111,Williamsburg Solar LLC VNEM CSG
60112,Oregon Convention Center
60113,Jackson Board of Education-Liberty HS
60114,Oneida County- DPW
60115,Town of Halfmoon
60116,"BJ's Wholesale Club, Inc- Uxbridge"
60117,Western Michigan Solar Gardens
60118,Grand Valley Solar Gardens
60119,Granby Hydro
60120,UCI Fuel Cell
60121,"HCE Johnston I, LLC"
60122,Colorado Bend II
60123,Castle Gap Solar Hybrid
60124,Goldfinch
60125,Kawailoa Solar
60126,Harpster Wind
60127,"Eastern Shore Solar, LLC"
60128,Zephyr Wind
60129,"Red Toad 1425 A Powatan Road, LLC"
60130,Big Sand Draw Plant
60131,Durham Solar
60132,New Creek Wind
60133,"Morgan Farm, LLC"
60134,"Nashville Farms, LLC"
60135,"Cedar Solar, LLC"
60136,"Elm Solar, LLC"
60137,Glasgow LFGTE
60142,Lemoore 1
60143,Peak View Wind Farm
60144,"Baltimore Church Solar, LLC"
60145,"Broadview Energy JN, LLC"
60146,"Cohen Farm Solar, LLC"
60147,"Floyd Solar, LLC"
60149,"Innovative Solar 43, LLC"
60150,Cornell Geneva Solar Farm
60151,Building F
60152,"Broadview Energy KW, LLC"
60153,Building G
60154,Buidling L
60156,Shelter Solar
60157,Heedeh Solar
60160,Tate Solar
60161,Eagle Solar
60165,Robin Solar
60178,Cash Solar
60179,Daystar Solar
60180,Kathleen Solar
60181,Grove Solar
60182,Dulles
60183,Freeway Springs
60184,ADS Renewable Energy-Wolf Creek LLC
60185,Solverde 1
60186,Antelope DSR 1
60187,Antelope DSR 2
60188,Conetoe Solar
60189,Sugar Run Solar
60190,HMW Minster PV I
60191,"TWE New Bern Solar Project, LLC"
60193,Whitethorn Solar LLC
60195,South Valley Solar Energy Center
60196,Santa Fe Solar Energy Center
60197,Santolina Solar Energy Center
60198,Rio Communities Solar Energy Center
60199,"County Home Solar Center, LLC"
60200,"Laurinburg Solar, LLC (Heelstone)"
60201,CES Cherry Hill Solar
60207,Hemlock Solar
60208,"Long Farm 46 Solar, LLC"
60209,HXNAir Solar One
60210,Cotton Plains Wind Farm
60213,NA 1(Hagerstown)
60217,Rocksprings
60218,Frontier Windpower
60219,Strata Roof 1
60220,Zero Waste Energy Development Co LLC
60222,Bristol Plant
60223,Equinix San Jose
60224,Intel Santa Clara
60225,CMEEC - Bozrah
60226,"Rancho Seco Solar, LLC"
60227,BJ's Wholesale Club Inc Dist Center
60228,Conn Mun Electric Energy Coop
60229,Orange County Solar Farm (NY)
60230,Estrella Mountain PV
60231,Genentech-Oceanside Hybrid
60232,Onondaga County- Jamesville
60233,RE Garland
60234,Belle Haven Diesel Generation Facility
60235,Perdue Diesel Generation Facility
60236,Onancock Diesel Generation Facility
60237,Midway Solar Farm II
60238,"McDonald Solar Farm, LLC"
60239,"Pastime Farm, LLC"
60240,"Yanceyville Farm 3, LLC"
60241,Union Renewable Energy Facility
60242,"Algonquin SKIC 10 Solar, LLC"
60243,Ambler
60244,Marshall
60245,New Stuyahok
60247,Valley View Solar
60248,Skylark
60249,Silicon Valley Clean Water
60250,Swampy Acres Microgrid
60251,IMPA Huntingburg Solar Park
60252,IMPA Washington Solar Park
60253,IMPA Anderson Solar Park
60254,Owatonna Energy Station
60255,Weymouth Solar Plant
60256,Bluestem
60257,Stainback Solar Farm
60258,Alta Luna
60259,"Pioneer Wind Park, LLC"
60260,Brevig Mission
60261,Playa Solar 2
60262,Prairie Breeze II
60263,Durham AWTF
60264,Bacliff
60265,Junction Road
60266,Cedar Branch
60267,Sharon Station
60270,Blue Cloud Wind Energy LLC
60271,"Canyon Wind Project, LLC"
60274,"CED Westfield Solar, LLC"
60275,Westside Solar Power PV1
60276,West Groton CHP
60277,Castor Solar
60278,Southbridge Solar
60279,Antelope Big Sky Ranch
60280,Summer Solar LLC
60281,Central Antelope Dry Ranch B LLC
60283,SR Mavericks
60284,Organ Church Solar
60285,Red Horse III
60287,Willard Solar
60288,Ajax Solar
60290,Jester Solar
60291,Trinity Solar
60293,St. Matthews Solar
60296,Bladen Solar Farm
60297,Clinton Battery
60298,"Pine Valley Solar Farm, LLC"
60299,HMV Minster Energy Storage System
60300,Montana Solar Facility
60301,Holloman Solar Facility
60302,Keys Energy Center
60303,Sumrall II Solar Farm
60304,"San Isabel Solar, LLC"
60306,Sumrall I Solar Farm
60307,"Mesquite Solar 2, LLC"
60308,"Mesquite Solar 3, LLC"
60310,"Portal Ridge Solar B, LLC"
60311,"Portal Ridge Solar C, LLC"
60312,"Howell Midland Farm, LLC"
60313,"Augustus Farm, LLC"
60314,Prairie Breeze III
60315,Midway Solar Farm III
60316,Scott Solar Farm
60317,"Grady Wind Energy Center, LLC"
60318,Woodland Solar Farm
60319,Whitehouse Solar Farm
60320,Jeffco Community Solar Gardens LLC
60321,Windpark Unlimited 2
60324,"Willow Spring Solar, LLC"
60326,O'Brien Wind
60327,East Amwell
60328,Schofield Generating Station
60329,"Ringer Hill Wind Farm, LLC"
60330,"Grove Solar Center, LLC"
60331,"Hyline Solar Center, LLC"
60332,"Open Range Solar Center, LLC"
60333,"Railroad Solar Center, LLC"
60334,"Thunderegg Solar Center, LLC"
60335,"Vale Air Solar Center, LLC"
60336,Midway Solar Farm 1
60337,Providence Solar
60338,Electra Wind Farm
60339,Horse Creek Wind Farm
60340,Albany Green Energy
60341,Wal-Mart Truth or Consequences PV
60342,Ida Grove Wind
60344,Sudbury Solar
60345,Okeechobee Clean Energy Center
60346,Demille Solar Farm
60347,Turrill Solar Farm
60348,O'Shea Solar Farm
60349,"Hill AFB LFG Facility, Bldg #737"
60350,"Solar Las Vegas MB 2, LLC"
60351,Bison Solar LLC
60352,"Boulder Solar Power, LLC"
60353,Cecil County CCVT HS
60354,Brady II Wind Energy Center
60355,Brady Wind Energy Center
60356,South Field Energy
60357,Lackawanna Energy Center
60359,Gastonia Solar Center
60361,Wortham Solar Farm
60363,"White Farm Solar, LLC"
60364,White Street Renewables
60365,Vulcraft Solar
60366,Old Settler Wind
60367,"Snow Camp Solar, LLC"
60368,Hummel Station LLC
60369,Battleboro Farm
60370,"Flint Hill Solar, LLC"
60371,Legoland Solar
60372,Lamesa Solar
60375,ILR Landfill
60376,"Clean Energy Future-Lordstown, LLC"
60378,NHA at Mansfield NJ
60380,"Shoe Creek Solar, LLC"
60381,Sulphur Springs
60383,Monroe Solar Facility
60384,Hertford Solar Farm
60385,Santa Rita Jail Fuel Cell
60386,RE Garland A
60387,Invenergy Nelson Expansion LLC
60388,Morgantown
60389,RE Barren Ridge 1
60390,Beech Ridge Energy Storage
60391,SJA Solar LLC-Solterra Monastery CSG
60392,Pfizer Groton Fuel Cell
60393,Warbler Holdings
60394,Tamworth Holdings
60395,MC1 Solar
60396,"St. Pauls Solar 1, LLC"
60397,"Kennedy Solar, LLC"
60398,Innovative Solar 65
60399,"Lincoln Solar, LLC (NC)"
60400,"Exum Farm Solar, LLC"
60401,"Bizzell Church Solar 1, LLC"
60402,"CB Bladen Solar, LLC"
60403,"Currin Solar, LLC"
60404,Pisgah Mountain Wind
60405,"Chaves Solar, LLC"
60406,"Roswell Solar, LLC"
60408,"Nash 97 Solar, LLC"
60409,"South Winston Farm, LLC"
60410,"Sullivan Solar, LLC"
60411,"Coventry Photovoltaic, LLC"
60412,Munro Valley Solar
60413,Bonnybrooke PV
60414,Bethel Wind Farm LLC
60415,"Hardison Farm Solar, LLC"
60416,"Maxton Solar, LLC"
60417,Modlin Solar Farm
60418,Calligan Creek Hydroelectric Project
60419,Don A Campbell 2 Geothermal
60421,Veyo Heat Recovery Project
60422,Morgan's Corner
60423,Fairhaven C CSG
60424,West Bridgewater AB CSG
60425,Skidmore College
60426,RCWD PV Project
60427,CoServ Community Solar Station
60428,CA Dept of Public Health at Richmond
60429,Tides Lane Farm
60431,Tompkins Cortland Community College
60432,Three Peaks Power
60435,Crane Solar Facility
60436,East Pecos Solar
60437,Bernards Solar
60438,Whitakers Farm (Fisher Rd)
60439,Sellers Farm Solar
60440,McGrigor Farm Solar
60441,Salem Smart Power Center
60442,Carver MA 1 Community Solar
60443,Wareham MA 1 Community Solar
60444,Glacier Battery Storage
60445,ID Solar
60446,E&B Resources
60447,Presbyterian Senior Living Service
60448,Valdosta (Terraform)
60449,Pavant Solar II LLC
60450,Corcoran
60451,Brookside
60452,Calverton
60453,"Cummins, Inc"
60454,Houghton
60455,Oneida - South
60456,Oneida - West
60457,Athens Energy
60458,Hardwick-Athol & Eagle Hill
60459,Port Comfort Power LLC
60460,Chamon Power LLC
60461,The Clorox Company
60462,Onondaga County- Clearwater
60463,Greene County Meter #1
60464,Tenaska Westmoreland Generating Station
60465,Chesapeake College
60466,Waterman Turnout Hydroelectric
60467,Red Rock
60468,Friendswood Energy
60469,Solar Glynn
60470,Paulding Wind Farm III
60471,Green River Wind Farm
60472,CPS 1 Community Solar
60473,Westport MA 1 Community Solar
60474,"Bayshore Solar B, LLC"
60475,"Bayshore Solar C, LLC"
60476,Westport MA 2 Community Solar
60477,Bethlehem - East
60478,Bethlehem - West
60479,LIRR Malverne Wayside Energy Storage Sys
60480,"Germantown Solar, LLC"
60481,"Bayshore Solar A, LLC"
60484,"Williamston West Farm, LLC"
60485,"Longboat Solar, LLC"
60486,Greenfield Wind - MT
60487,"River Road Solar, LLC"
60489,Hamilton Solar-Crosswicks
60490,Redwood 4 Solar Farm
60491,Springbok 3 Solar Farm Hybrid
60492,Rail Trail
60493,Rising Paper
60494,Hampden
60495,Little Bay
60496,MEBA
60497,SR Skylark B
60498,Shirley Water
60499,Jefferson Avenue
60500,Westside Avenue
60501,Hartz Way
60502,"Tyler Bluff Wind Project, LLC"
60503,Crowned Ridge Wind Energy Center
60504,Blazing Star Wind Farm 1
60505,Crocker Wind Farm
60506,ETT Presidio NaS Battery
60507,Broome County
60509,Valley Center
60510,Two Mile Desert Project
60511,Clear Spring Ranch PV Project
60512,Greenville
60513,Richland (GA)
60514,Seminole (GA)
60515,Vidalia Water Treatment Plant
60516,NLP Granger
60517,Hancock Creek Hydroelectric Project
60518,Stafford Hill Solar Hybrid
60519,Albany Solar
60520,Annandale Solar
60521,Atwater Solar
60522,Chisago Solar
60523,Dodge Center Solar
60524,Eastwood Solar
60525,Hastings Solar
60526,Lake Emily Solar
60527,Lake Pulaski Solar
60528,Lawrence Creek Solar
60529,Montrose Solar
60530,Paynesville Solar
60531,Pine Island Solar
60532,Waseca Solar
60533,West Faribault Solar
60534,West Waconia Solar
60535,"Saluda Solar, LLC"
60536,UA Central Utility Plant
60537,Limerick Road Solar Farm
60538,"Langdon Solar Farm, LLC"
60539,Innovative Solar 42
60540,Innovative Solar 31
60541,Wind GEM
60542,158th Fighter Wing Solar Farm
60544,Tri-County Solar Facility
60545,"Grant Plains Wind, LLC"
60546,KIUC Kapaia PV and BA Storage Project Hy
60547,GMP Solar - Richmond
60548,"NorWest Energy 2, LLC"
60549,"ZV Solar 3, LLC"
60550,GRP Franklin Renewable Energy Facility
60551,Big Level Wind
60552,Hattiesburg Solar Farm
60553,Southerland Farm Solar
60554,Hazlehurst II
60555,Selmer I
60556,Selmer II
60558,Solar Blythe 2
60559,Marquette Energy Center
60560,Millington Solar Farm
60561,Cedartown Battery Energy Storage Project
60562,GMP Solar - Panton Hybrid
60563,Flywheel Energy Storage System Microgrid
60564,Westside Energy Station
60565,Borrego Springs Energy Storage
60566,Pala Energy Storage Yard
60567,Ortega Highway Energy Storage
60568,Canyon Crest Academy
60569,El Cajon Energy Storage
60570,Escondido Energy Storage
60571,North City - Landfill Gas Engine North
60572,White Wing Solar
60573,HQC Rock River Solar Power Gen Station
60574,"Great Western Wind Energy, LLC"
60575,Wadesboro Farm 2
60576,Wadesboro Farm 3
60577,Hector Farm
60578,Kojak Farm
60579,Meriwether Farm
60580,Soluga Farms III
60581,Upton County Solar
60582,CoTAL Solar Farm
60583,LaFayette Solar Farm
60584,Oceana Solar
60585,Mount Vernon Solar
60586,Pleasant Valley Solar
60587,Kelly Creek Wind Project
60589,CPV Fairview Energy Center
60590,"Golden Fields Solar I, LLC"
60591,"Solar Star California, XLI, LLC"
60592,Rush Springs Wind
60593,UI RCP Woodbridge FC
60594,Voyager Wind I
60596,Baron Winds Farm
60597,Wayne Solar III LLC
60598,Wayne Solar II LLC
60599,Duplin Solar I LLC (160 Houston Lane)
60600,Old Pageland Monroe Road Solar Farm
60601,Bay Branch Solar
60602,Wayne Solar I LLC
60603,Jacobson 5 MW Solar
60604,Wye Mills VNEM CSG
60605,CMEEC - Rogers Rd Solar
60607,CMEEC - Polaris Park Solar Hybrid
60608,CMEEC - Navy NE Trident
60609,CMEEC - Norwich Stott St Solar Hybrid
60610,St. Mary Clean Energy Center
60611,Summit Farms Solar
60612,Morin Solar 2013 LLC
60613,Brookfield Solar 2013 LLC
60614,WYM 1250 Palmer LLC
60615,Southern Sky Renew Energy Berkley LLC
60616,BC Solar
60617,AEP Churubusco NaS
60618,AEP Bluffton NaS
60619,Rush Creek Wind
60620,"Ninnescah Wind Energy, LLC"
60621,Worcester Landfill
60622,DG AMP Solar Bowling Green
60623,Brantley Solar
60624,Fox Creek Solar
60625,Renew Canal 1 CSG LLC
60627,BRE NC Solar 3
60629,"Perkins Solar, LLC"
60631,Empire Solar
60632,Blue Lake Solar
60633,"Gainey Solar, LLC"
60634,"Auten Road Farm, LLC"
60635,"Creech Solar 2, LLC"
60636,"Bunn Level Farm, LLC"
60637,Cork Oak Solar
60638,Sunflower Solar
60639,Kingman Wind
60640,"Solar Mule, LLC"
60641,Henrietta D Energy Storage LLC
60644,"West Brookfield Solar, LLC"
60645,"Javelina Wind Energy II, LLC"
60647,Shakopee Energy Park
60649,Rabbit Hill Energy Storage Project
60651,"North Nash Farm, LLC"
60652,Dickinson Solar Array
60653,Belchertown
60654,Townsite Solar Project Hybrid
60655,Rock Creek Wind Project
60656,McHenry Battery Storage
60657,"Salt Fork Wind Project, LLC"
60658,Moffett Solar Project
60659,Ridgeland Solar Project
